Ensembl Gene ID	EntrezGene ID	HGNC symbol
ENSG00000252806		RNA5SP420
ENSG00000273499		
ENSG00000264857	100847007	MIR5696
ENSG00000158517	653361	NCF1
ENSG00000200860		
ENSG00000272096		RN7SL715P
ENSG00000252412		
ENSG00000261474		
ENSG00000251025		NDUFB5P1
ENSG00000207959	724026	MIR656
ENSG00000265657	100422992	MIR3151
ENSG00000270549		
ENSG00000047188	64848	YTHDC2
ENSG00000274708		
ENSG00000283603	100422897	MIR4302
ENSG00000212415		
ENSG00000259112	100532726	NDUFC2-KCTD14
ENSG00000238832		
ENSG00000279123		
ENSG00000221275	100302277	MIR548I2
ENSG00000275232		
ENSG00000266250		
ENSG00000266354	100616267	MIR4776-2
ENSG00000266354	100616472	MIR4776-2
ENSG00000266354	100616267	MIR4776-1
ENSG00000266354	100616472	MIR4776-1
ENSG00000273745	102465525	MIR6870
ENSG00000264139	100500882	MIR3667
ENSG00000264534	100422933	MIR378B
ENSG00000254560	103695435	BBOX1-AS1
ENSG00000202538	26834	RNU4-2
ENSG00000199580		
ENSG00000280188		
ENSG00000265433	100616485	MIR4447
ENSG00000278412	102465514	MIR6854
ENSG00000207807	407052	MIR95
ENSG00000263533	100616389	MIR4463
ENSG00000265110	100616125	MIR4731
ENSG00000216191	103504737	MIR8485
ENSG00000200703		RNU6-873P
ENSG00000251960		RNU6-559P
ENSG00000283207	100313806	MIR1255B1
ENSG00000278069	102465944	MIR6072
ENSG00000244691		RPL10AP1
ENSG00000276083	102465857	MIR7976
ENSG00000251971		RNU6-1333P
ENSG00000252063		RNU6-1041P
ENSG00000222112		RN7SKP16
ENSG00000283636		
ENSG00000274458		
ENSG00000265520	100422850	MIR548V
ENSG00000136542	11227	GALNT5
ENSG00000065970	55810	FOXJ2
ENSG00000283385	100616316	MIR4524A
ENSG00000275692	103504733	MIR6724-4
ENSG00000283334	100616155	MIR4536-1
ENSG00000283334	100847061	MIR4536-1
ENSG00000283334	100616155	MIR4536-2
ENSG00000283334	100847061	MIR4536-2
ENSG00000222146		RNU4-37P
ENSG00000199450		RNA5SP276
ENSG00000200914		RNA5SP435
ENSG00000252230		
ENSG00000221083		
ENSG00000198129	503614	DEFB107B
ENSG00000200252		
ENSG00000201036		
ENSG00000243260		RN7SL558P
ENSG00000199744	26815	SNORD36A
ENSG00000207441		RNU6-21P
ENSG00000264415		
ENSG00000170364	6419	SETMAR
ENSG00000223341		RN7SKP3
ENSG00000150401	55208	DCUN1D2
ENSG00000238777		RNU7-141P
ENSG00000252604		RNU2-44P
ENSG00000275259	102466268	MIR6511A1
ENSG00000239119		RNU7-119P
ENSG00000265777		RN7SL624P
ENSG00000252941		RNA5SP340
ENSG00000222614		
ENSG00000221500	594838	SNORD100
ENSG00000207692	693177	MIR592
ENSG00000277578		
ENSG00000239153		
ENSG00000240767		RN7SL288P
ENSG00000076513	88455	ANKRD13A
ENSG00000252916		RNU6-762P
ENSG00000202270	767590	SNORD114-12
ENSG00000277642		
ENSG00000252840		
ENSG00000223321		RN7SKP293
ENSG00000251821		RNU6-583P
ENSG00000271243		
ENSG00000200237		
ENSG00000263971		
ENSG00000252774		
ENSG00000265706		
ENSG00000252421		RNU6-1069P
ENSG00000278218		
ENSG00000277460		
ENSG00000244568		RN7SL654P
ENSG00000207266		RNU6-1241P
ENSG00000142511	2854	GPR32
ENSG00000201436		RNU6-660P
ENSG00000252510		RNA5SP55
ENSG00000200957		RNU6-801P
ENSG00000183324	283677	REC114
ENSG00000265345	100847004	MIR5188
ENSG00000238788		RNU7-182P
ENSG00000200070		RNU4-80P
ENSG00000276669		
ENSG00000252782		RNU6-341P
ENSG00000261813		
ENSG00000252640		
ENSG00000264406	100847084	MIR548AP
ENSG00000271609		
ENSG00000202400	25826	SNORD82
ENSG00000206949		RNU6-1324P
ENSG00000277980		
ENSG00000225480		
ENSG00000201489		
ENSG00000268985		
ENSG00000222733		RNY4P29
ENSG00000228083	3448	IFNA14
ENSG00000238575		
ENSG00000201364		RN7SKP37
ENSG00000243510		RN7SL111P
ENSG00000238913		RNU7-196P
ENSG00000225366	6998	TDGF1P3
ENSG00000207186		RNA5SP122
ENSG00000215966	100126310	MIR876
ENSG00000206150	440163	RNASE13
ENSG00000256035		
ENSG00000239023		RNU1-98P
ENSG00000275586		
ENSG00000077232	54431	DNAJC10
ENSG00000260377		
ENSG00000207355		RNU6-1257P
ENSG00000200935		RNU6-1090P
ENSG00000264613		RN7SL290P
ENSG00000241461		RN7SL182P
ENSG00000177182	157807	CLVS1
ENSG00000238819		
ENSG00000238898		RNU1-80P
ENSG00000277979		
ENSG00000243488		RN7SL337P
ENSG00000198900	7150	TOP1
ENSG00000259540	102723335	
ENSG00000202473		RN7SKP81
ENSG00000221518		RNU6ATAC16P
ENSG00000213483		NDUFAF4P2
ENSG00000223732		
ENSG00000275304		
ENSG00000274568		RN7SL545P
ENSG00000212204		RNA5SP91
ENSG00000278294		
ENSG00000234732		RPEP5
ENSG00000277030	102466889	MIR8071-2
ENSG00000164284	134266	GRPEL2
ENSG00000252206		RNU7-40P
ENSG00000206625	26827	RNU6-1
ENSG00000279727		
ENSG00000252497		RPPH1-2P
ENSG00000278587		
ENSG00000271590		
ENSG00000270820		
ENSG00000107796	59	ACTA2
ENSG00000202225		RNA5SP240
ENSG00000207292		
ENSG00000055957	3697	ITIH1
ENSG00000225744		
ENSG00000222826		RN7SKP286
ENSG00000252008		RNU6-927P
ENSG00000226686	101927667	LINC01535
ENSG00000144747	7110	TMF1
ENSG00000277524		
ENSG00000266439		RN7SL493P
ENSG00000252411		RNU6-1087P
ENSG00000206663		
ENSG00000234695	105375401	
ENSG00000276311	102465683	MIR6511A3
ENSG00000206593		RNU6-47P
ENSG00000280836		
ENSG00000281859	94163	SNORD38B
ENSG00000122122	54440	SASH3
ENSG00000275640	102466737	MIR6793
ENSG00000276074		
ENSG00000228234		
ENSG00000264202	26801	SNORD48
ENSG00000207773	693227	MIR642A
ENSG00000240063		
ENSG00000264800	100422895	MIR4294
ENSG00000273156		
ENSG00000266431	100847076	MIR5580
ENSG00000275071		
ENSG00000216056	100126341	MIR891A
ENSG00000277759	102465974	MIR6719
ENSG00000222652		RNU6-248P
ENSG00000272296	619571	SNORD96A
ENSG00000259381		
ENSG00000258742		
ENSG00000253868	157376	FER1L6-AS2
ENSG00000210741	406972	MIR196A1
ENSG00000200301		RNA5SP483
ENSG00000206975		RNU6-13P
ENSG00000277233		
ENSG00000265641	100500864	MIR3929
ENSG00000258763		
ENSG00000242076		IGKV1-33
ENSG00000199730		RN7SKP95
ENSG00000201346		
ENSG00000232925		MRPS16P2
ENSG00000225423		TNPO1P1
ENSG00000238357		RNU7-148P
ENSG00000212242		RNA5SP219
ENSG00000212293		
ENSG00000252944		RNU6-897P
ENSG00000179151	80153	EDC3
ENSG00000259205		PRKXP1
ENSG00000174562	55554	KLK15
ENSG00000251890		RNA5SP497
ENSG00000138326	6229	RPS24
ENSG00000199217		RNU6-1123P
ENSG00000240163		
ENSG00000201395		RN7SKP257
ENSG00000221238	100302268	MIR1285-2
ENSG00000252927		RNA5SP404
ENSG00000252545		RNU6-362P
ENSG00000213067		
ENSG00000230646		KLF2P2
ENSG00000222529		
ENSG00000239464		RN7SL691P
ENSG00000230398		HINT2P1
ENSG00000252929		RNU6-218P
ENSG00000225759	100861522	LINC00489
ENSG00000252021		
ENSG00000092978	55105	GPATCH2
ENSG00000201196		
ENSG00000231196		
ENSG00000228948		SLC25A6P5
ENSG00000252614		RNU6-807P
ENSG00000200243		RN7SKP79
ENSG00000260258		
ENSG00000188997	283219	KCTD21
ENSG00000202344		RN7SKP208
ENSG00000225100		DPY19L2P5
ENSG00000169230	27166	PRELID1
ENSG00000279106		
ENSG00000241045		RPL7P43
ENSG00000252089		RNU4ATAC7P
ENSG00000274740		
ENSG00000201324		RNU6-361P
ENSG00000253860		IGKV3-34
ENSG00000249183		SUMO2P4
ENSG00000239555		RN7SL841P
ENSG00000233603		JTBP1
ENSG00000243426		RN7SL454P
ENSG00000222831	100302139	MIR1537
ENSG00000204117	100287792	
ENSG00000201078		RN7SKP214
ENSG00000212329		RNU6-316P
ENSG00000143442	23126	POGZ
ENSG00000105501	8778	SIGLEC5
ENSG00000283672	100616296	MIR4678
ENSG00000252022		
ENSG00000238942		SNORD2
ENSG00000237421		UBDP1
ENSG00000258529		
ENSG00000283496		ZNF511-PRAP1
ENSG00000212448		
ENSG00000178568	2066	ERBB4
ENSG00000265673	100616275	MIR4508
ENSG00000263456	100847057	MIR5189
ENSG00000252162		RNU6-830P
ENSG00000252622		RNU6-881P
ENSG00000281674		
ENSG00000277740		
ENSG00000139194	83758	RBP5
ENSG00000198860	116461	TSEN15
ENSG00000199715		
ENSG00000254675		
ENSG00000199784		RNU6-1287P
ENSG00000256984		
ENSG00000233854		POU6F2-AS2
ENSG00000275924	102465976	MIR6807
ENSG00000273541		
ENSG00000228496	100506405	
ENSG00000150275	65217	PCDH15
ENSG00000278039		
ENSG00000136696	27177	IL36B
ENSG00000226902		CHCHD2P1
ENSG00000252719		
ENSG00000150779	26521	TIMM8B
ENSG00000263969		RN7SL678P
ENSG00000211846		TRAJ43
ENSG00000163106	27306	HPGDS
ENSG00000280453		
ENSG00000201178		
ENSG00000276211	51206	GP6
ENSG00000242457		RBBP4P2
ENSG00000257195		HNRNPA1P50
ENSG00000157216	23648	SSBP3
ENSG00000206638		RNU6-672P
ENSG00000240671		IGKV1-8
ENSG00000243810		
ENSG00000199088	494328	MIR379
ENSG00000207383		
ENSG00000231894		WDR95P
ENSG00000281853		
ENSG00000277243	100422844	MIR3118-3
ENSG00000278636		
ENSG00000236024		PRRX2-AS1
ENSG00000178162		FAR2P2
ENSG00000277255	102465840	MIR7854
ENSG00000212161		
ENSG00000228459	100129464	LINC01546
ENSG00000211880		TRAJ9
ENSG00000167613	3903	LAIR1
ENSG00000239333		RN7SL658P
ENSG00000237437		ASS1P12
ENSG00000257184		
ENSG00000274500		
ENSG00000092201	11198	SUPT16H
ENSG00000211866		TRAJ23
ENSG00000184055		OR7E87P
ENSG00000252626		RNU6-1308P
ENSG00000260403		
ENSG00000201659		RNU12-2P
ENSG00000207344		
ENSG00000217897		HSPE1P8
ENSG00000256389		
ENSG00000280982		
ENSG00000207512		
ENSG00000278340	102465907	MIR6862-2
ENSG00000266705	100616213	MIR4437
ENSG00000066455	9950	GOLGA5
ENSG00000277295		RN7SL489P
ENSG00000255562		UNC93B6
ENSG00000206617		RNY1P5
ENSG00000271569		IGKV1OR2-6
ENSG00000207562	407042	MIR34C
ENSG00000275629	3812	KIR3DL2
ENSG00000216005	100126306	MIR888
ENSG00000237730		
ENSG00000202031	94162	SNORD38A
ENSG00000229745		BPY2DP
ENSG00000283438		
ENSG00000243822		
ENSG00000223118		RN7SKP102
ENSG00000135454	2583	B4GALNT1
ENSG00000206906		RNU6-458P
ENSG00000259736	101926895	CRTC3-AS1
ENSG00000204237	339229	OXLD1
ENSG00000251841		RNU6-1334P
ENSG00000235162	387882	C12orf75
ENSG00000206379	10211	FLOT1
ENSG00000197977	54898	ELOVL2
ENSG00000237261		
ENSG00000231240		KLF2P1
ENSG00000270763		DDX43P2
ENSG00000256994		
ENSG00000207789	407016	MIR26A2
ENSG00000263870		
ENSG00000130958	11046	SLC35D2
ENSG00000280006		
ENSG00000272328		
ENSG00000216781		
ENSG00000187847		OR7E25P
ENSG00000278809	3812	KIR3DL2
ENSG00000275384	441864	TARM1
ENSG00000218617		
ENSG00000227283		RPL35AP12
ENSG00000223858	346171	ZFP57
ENSG00000204832	100128098	ST8SIA6-AS1
ENSG00000136068	2317	FLNB
ENSG00000166394	51700	CYB5R2
ENSG00000259247		TTTY25P
ENSG00000138379	2660	MSTN
ENSG00000223886		
ENSG00000185798	348793	WDR53
ENSG00000242338		BMS1P4
ENSG00000145390	54532	USP53
ENSG00000187609	54932	EXD3
ENSG00000207938	574445	MIR511
ENSG00000207874	693195	MIR610
ENSG00000103472		RRN3P2
ENSG00000102383	158866	ZDHHC15
ENSG00000276857	102466189	MIR6715A
ENSG00000117481	387338	NSUN4
ENSG00000200941		RNU6-694P
ENSG00000234122		TRBV22OR9-2
ENSG00000121594	941	CD80
ENSG00000277744		
ENSG00000278119	653073	GOLGA8J
ENSG00000278119	653720	GOLGA8J
ENSG00000278119	728498	GOLGA8J
ENSG00000223861		
ENSG00000127586	63922	CHTF18
ENSG00000160606	116238	TLCD1
ENSG00000232536		
ENSG00000078018	4133	MAP2
ENSG00000225980		OR7E19P
ENSG00000231576		MTCO2P20
ENSG00000227158		
ENSG00000229647		
ENSG00000229649	101927419	
ENSG00000131097	51751	HIGD1B
ENSG00000129151	8424	BBOX1
ENSG00000228709		
ENSG00000266297	100126313	MIR744
ENSG00000125089	54436	SH3TC1
ENSG00000221616	100313884	MIR548H4
ENSG00000240950		
ENSG00000274430		
ENSG00000082497	56256	SERTAD4
ENSG00000111537	3458	IFNG
ENSG00000266448		
ENSG00000277626	7473	WNT3
ENSG00000258381		
ENSG00000221837	386676	KRTAP10-9
ENSG00000152086	112714	TUBA3E
ENSG00000277401	7082	TJP1
ENSG00000261408	1018	TEN1-CDK3
ENSG00000231615		
ENSG00000276814		
ENSG00000202329		RNU6-609P
ENSG00000259364		
ENSG00000207223		
ENSG00000273336		OR7M1P
ENSG00000101019	55245	UQCC1
ENSG00000103089	79152	FA2H
ENSG00000164105	8819	SAP30
ENSG00000212149		
ENSG00000233292		
ENSG00000223611		SUPT20HL2
ENSG00000090487	51324	SPG21
ENSG00000207735	574482	MIR520D
ENSG00000276656	102464832	MIR6083
ENSG00000266072	100847003	MIR5693
ENSG00000231359		
ENSG00000252207		RNA5SP365
ENSG00000228595		PAICSP2
ENSG00000124356	10617	STAMBP
ENSG00000283409	100500880	MIR3662
ENSG00000231170		
ENSG00000274300	102465521	MIR6864
ENSG00000260307		PABPC1P13
ENSG00000263652	100847063	MIR548AX
ENSG00000232893		IQCA1-AS1
ENSG00000208037	407037	MIR320A
ENSG00000238813		
ENSG00000184434	64922	LRRC19
ENSG00000253461		IGKV1-35
ENSG00000276764		
ENSG00000230865		TSEN15P1
ENSG00000234710		
ENSG00000224359		
ENSG00000205581	3150	HMGN1
ENSG00000273731		
ENSG00000255089		
ENSG00000238371		
ENSG00000212464	677800	SNORA12
ENSG00000187175	353332	KRTAP12-1
ENSG00000239804		
ENSG00000259081		
ENSG00000270030		
ENSG00000223318		RNA5SP111
ENSG00000226671		
ENSG00000201594		RNA5SP517
ENSG00000282104		IGHV3-35
ENSG00000253487		IGKV2-36
ENSG00000275278		
ENSG00000252373		RNU6-358P
ENSG00000205445	386679	KRTAP10-2
ENSG00000225194	100188953	LINC00092
ENSG00000264464	101928144	
ENSG00000171953	91647	ATPAF2
ENSG00000234425		
ENSG00000272072		
ENSG00000217414		
ENSG00000212538		
ENSG00000177791	58529	MYOZ1
ENSG00000138750	53371	NUP54
ENSG00000282051		
ENSG00000228206		
ENSG00000201774		
ENSG00000226323		
ENSG00000268996	100289341	MAN1B1-AS1
ENSG00000281254		
ENSG00000207599	574461	MIR520E
ENSG00000221340		RNU6ATAC18P
ENSG00000218976		
ENSG00000136918	401551	WDR38
ENSG00000237896		
ENSG00000281986		IGHV3-36
ENSG00000272334		
ENSG00000242509		RN7SL156P
ENSG00000255558		
ENSG00000261641		
ENSG00000258369		
ENSG00000244586		WNT5A-AS1
ENSG00000206833		RNU6-20P
ENSG00000260867		
ENSG00000078328	54715	RBFOX1
ENSG00000224408		USP9YP22
ENSG00000279230		
ENSG00000280106		
ENSG00000274562		
ENSG00000101353	140699	MROH8
ENSG00000277152		
ENSG00000231296		
ENSG00000281754		
ENSG00000282511		CLUHP10
ENSG00000108424	3837	KPNB1
ENSG00000199095	442917	MIR372
ENSG00000164587	6208	RPS14
ENSG00000275662	692215	SNORD112
ENSG00000214389		RPS3AP26
ENSG00000120675	29103	DNAJC15
ENSG00000150776	55216	C11orf57
ENSG00000217767		NDUFAB1P1
ENSG00000277885	100132285	KIR2DS2
ENSG00000020181	25960	ADGRA2
ENSG00000222248		RNA5SP201
ENSG00000114279	2257	FGF12
ENSG00000227157		
ENSG00000280062		
ENSG00000257949	100134934	TEN1
ENSG00000260001	100507588	TGFBR3L
ENSG00000279916		
ENSG00000183560	390243	IZUMO1R
ENSG00000269482		
ENSG00000282755		
ENSG00000225200		
ENSG00000263881	100847033	MIR4436B2
ENSG00000222578		RNA5SP345
ENSG00000211934		IGHV1-2
ENSG00000282512		
ENSG00000200661	100033422	SNORD116-10
ENSG00000207117		
ENSG00000203667	116228	COX20
ENSG00000145808	171019	ADAMTS19
ENSG00000277912	102465882	MIR8089
ENSG00000165521	161436	EML5
ENSG00000232002		
ENSG00000264242		
ENSG00000278201	3805	KIR2DL4
ENSG00000276789		
ENSG00000169379	200894	ARL13B
ENSG00000237940	102723927	
ENSG00000253964		RPL31P40
ENSG00000169131	6940	ZNF354A
ENSG00000274987		
ENSG00000277725	3803	KIR2DL2
ENSG00000269293	100129195	ZSCAN16-AS1
ENSG00000240759		
ENSG00000278229	6218	RPS17
ENSG00000204837		
ENSG00000080854	22997	IGSF9B
ENSG00000233370		
ENSG00000182601	9951	HS3ST4
ENSG00000121068	6909	TBX2
ENSG00000236743		
ENSG00000256258		
ENSG00000164893	157724	SLC7A13
ENSG00000227460	8831	SYNGAP1
ENSG00000227460	100847012	SYNGAP1
ENSG00000280916		FOXCUT
ENSG00000270450		IGKV2OR2-7
ENSG00000236353	5089	PBX2
ENSG00000266775		
ENSG00000255251	100131608	PRR23D1
ENSG00000005102	4222	MEOX1
ENSG00000237207		RBM17P3
ENSG00000274439		CXADRP2
ENSG00000108239	23232	TBC1D12
ENSG00000227380		HCG15
ENSG00000271230		
ENSG00000225882	105373144	LINC01456
ENSG00000256686		
ENSG00000228482		
ENSG00000258975		
ENSG00000254912		
ENSG00000148735	79949	PLEKHS1
ENSG00000105865	11062	DUS4L
ENSG00000220925		IGBP1-AS2
ENSG00000136518	86	ACTL6A
ENSG00000180269	124274	GPR139
ENSG00000226705		SDCBPP1
ENSG00000013619	10046	MAMLD1
ENSG00000235744	3111	HLA-DOA
ENSG00000271205		
ENSG00000119688	5826	ABCD4
ENSG00000271056		
ENSG00000215000		
ENSG00000136830	64855	FAM129B
ENSG00000177324	139105	BEND2
ENSG00000234303		CLYBL-AS1
ENSG00000101974	286410	ATP11C
ENSG00000173976	84839	RAX2
ENSG00000283525		
ENSG00000099956	6598	SMARCB1
ENSG00000261834		IGHV3OR16-15
ENSG00000114757	51555	PEX5L
ENSG00000165905	120071	LARGE2
ENSG00000159173	7135	TNNI1
ENSG00000184612		RPL7P26
ENSG00000270864		IGHV3OR16-6
ENSG00000171617	8507	ENC1
ENSG00000258204		
ENSG00000172232	566	AZU1
ENSG00000180219	196472	FAM71C
ENSG00000258771		BCAR1P2
ENSG00000274049		INO80B-WBP1
ENSG00000225328	102724774	LINC01594
ENSG00000259385		
ENSG00000231715		COX6CP2
ENSG00000236877		SETD6P1
ENSG00000267478		
ENSG00000258332		
ENSG00000154529	728577	CNTNAP3B
ENSG00000154529	100289279	CNTNAP3B
ENSG00000219930		GAPDHP67
ENSG00000224387		
ENSG00000227301		
ENSG00000241102		
ENSG00000227619		
ENSG00000241573		
ENSG00000104983	729440	CCDC61
ENSG00000236508		ATP13A5-AS1
ENSG00000168303	136647	MPLKIP
ENSG00000243794		SNRPCP10
ENSG00000243345		
ENSG00000167755	5653	KLK6
ENSG00000236297		
ENSG00000156831	286053	NSMCE2
ENSG00000270846		
ENSG00000231422		LINC01516
ENSG00000278974		
ENSG00000260645		
ENSG00000225473		ATP13A4-AS1
ENSG00000140320	22893	BAHD1
ENSG00000211591	100313837	MIR762
ENSG00000207247		
ENSG00000206836		RNU6-1029P
ENSG00000259721	100131315	
ENSG00000223522	100505716	
ENSG00000239008		
ENSG00000212516		RNU6-1268P
ENSG00000148459	23590	PDSS1
ENSG00000182752	5069	PAPPA
ENSG00000200753		
ENSG00000222881		
ENSG00000241959		RN7SL76P
ENSG00000221996	143496	OR52B4
ENSG00000281394	677771	
ENSG00000142686	127703	C1orf216
ENSG00000279800		BCLAF1P2
ENSG00000233140	100507463	PSMB8-AS1
ENSG00000249909		CYCTP
ENSG00000115274	83444	INO80B
ENSG00000279165		
ENSG00000224654	10537	UBD
ENSG00000163154	79626	TNFAIP8L2
ENSG00000008197	83741	TFAP2D
ENSG00000278126		
ENSG00000226757	100192379	
ENSG00000070770	1459	CSNK2A2
ENSG00000272870		
ENSG00000277630	100288966	
ENSG00000249094		
ENSG00000268230		
ENSG00000100813	22985	ACIN1
ENSG00000217566		TDGF1P4
ENSG00000277436		REXO1L5P
ENSG00000172977	10524	KAT5
ENSG00000236664		
ENSG00000137274	670	BPHL
ENSG00000270411		
ENSG00000213148		
ENSG00000253154		
ENSG00000230009		MTCO2P3
ENSG00000124767	2739	GLO1
ENSG00000196228	442038	SULT1C3
ENSG00000237054		PRMT5-AS1
ENSG00000276984		
ENSG00000235679		
ENSG00000167105	162461	TMEM92
ENSG00000281202	285547	LINC01097
ENSG00000146592	9586	CREB5
ENSG00000274242		
ENSG00000198420	9747	TCAF1
ENSG00000254859		
ENSG00000249041		
ENSG00000138795	51176	LEF1
ENSG00000213328		
ENSG00000272407		
ENSG00000264729		
ENSG00000151025	57512	GPR158
ENSG00000259196		HMBOX1-IT1
ENSG00000165757	57608	KIAA1462
ENSG00000225078		
ENSG00000277009		
ENSG00000249692		
ENSG00000274512	729873	TBC1D3L
ENSG00000274512	101060376	TBC1D3L
ENSG00000214025		ATP5F1P4
ENSG00000230997		RAB42P1
ENSG00000271314		
ENSG00000260426		
ENSG00000023909	2730	GCLM
ENSG00000260457		
ENSG00000226831		MED15P3
ENSG00000180902	728294	D2HGDH
ENSG00000213791		
ENSG00000278485		
ENSG00000254971		
ENSG00000008294	9043	SPAG9
ENSG00000258666		
ENSG00000227429	10866	HCP5
ENSG00000213927	10850	CCL27
ENSG00000227562		
ENSG00000267315		
ENSG00000197879	4641	MYO1C
ENSG00000282307	5176	SERPINF1
ENSG00000220868		MRPL35P1
ENSG00000261884		
ENSG00000166923	26585	GREM1
ENSG00000183318	388333	SPDYE4
ENSG00000162374	1996	ELAVL4
ENSG00000180537	221687	RNF182
ENSG00000207312		RNU6-429P
ENSG00000205220	5699	PSMB10
ENSG00000107281	56654	NPDC1
ENSG00000278785		
ENSG00000231513		E2F6P4
ENSG00000261211		
ENSG00000199422		VTRNA3-1P
ENSG00000212136		RNU6-696P
ENSG00000282231		
ENSG00000232527	645166	
ENSG00000263776	619568	SNORA4
ENSG00000219361		RPSAP72
ENSG00000265776	103504726	MIR3670-3
ENSG00000252962		RNU6-993P
ENSG00000185737	10718	NRG3
ENSG00000222397		RN7SKP229
ENSG00000184809	114041	B3GALT5-AS1
ENSG00000207644	574459	MIR512-2
ENSG00000254060		
ENSG00000212512		
ENSG00000105656	8178	ELL
ENSG00000282872	105376887	
ENSG00000201756		
ENSG00000203523		TAS2R2P
ENSG00000275708	100500862	MIR3648-1
ENSG00000258314		
ENSG00000278418	102465255	MIR6512
ENSG00000216075	100126303	MIR890
ENSG00000282894		DUX4L33
ENSG00000252845		RNA5SP101
ENSG00000075643	55034	MOCOS
ENSG00000220540		
ENSG00000221371	100302116	MIR1265
ENSG00000277336	6349	CCL3L3
ENSG00000277336	414062	CCL3L3
ENSG00000281185	257202	GPX6
ENSG00000224131		
ENSG00000256650		RERG-IT1
ENSG00000146674	3486	IGFBP3
ENSG00000173531	4485	MST1
ENSG00000199197		RN7SKP72
ENSG00000251722		RNU5E-3P
ENSG00000275043	9303	SNORD25
ENSG00000272092		
ENSG00000265903		
ENSG00000138442	55759	WDR12
ENSG00000202150		RNU6-407P
ENSG00000279353		
ENSG00000201511		
ENSG00000206448		PPIAP30
ENSG00000234143		UGT1A13P
ENSG00000169499	59339	PLEKHA2
ENSG00000276766	4696	
ENSG00000106246	26024	PTCD1
ENSG00000232053		
ENSG00000176029	56673	C11orf16
ENSG00000203498		
ENSG00000136052	84102	SLC41A2
ENSG00000280231		
ENSG00000232526		VDAC1P13
ENSG00000186543		CROCCP5
ENSG00000282252		TRBV14
ENSG00000200169		RNU5D-1
ENSG00000242551		POU5F1P6
ENSG00000207199		
ENSG00000207630	407045	MIR7-3
ENSG00000163155	388695	LYSMD1
ENSG00000265140	100422855	MIR4301
ENSG00000240160		RN7SL263P
ENSG00000253762		
ENSG00000282619		
ENSG00000251858		
ENSG00000241464		RPL39P38
ENSG00000252339		RNU6-1061P
ENSG00000248817		PMPCAP1
ENSG00000179571		NBPF17P
ENSG00000200444		RNU6-1339P
ENSG00000238004		
ENSG00000234876	4855	NOTCH4
ENSG00000274079		
ENSG00000187714	6572	SLC18A3
ENSG00000279149		
ENSG00000202189		
ENSG00000203799	221262	CCDC162P
ENSG00000254434		
ENSG00000222764		RN7SKP106
ENSG00000271631		
ENSG00000171209	1448	CSN3
ENSG00000180229	283755	HERC2P3
ENSG00000201439		RNU4-67P
ENSG00000254917		OR7E15P
ENSG00000163132	4487	MSX1
ENSG00000272900		OR10Q2P
ENSG00000200949	100033806	SNORD115-32
ENSG00000166924	222950	NYAP1
ENSG00000206864		RNU6-207P
ENSG00000243252		
ENSG00000252011		
ENSG00000259528		
ENSG00000265815	100616145	MIR1273G
ENSG00000240554		RPL7AP58
ENSG00000207976	693192	MIR607
ENSG00000200612	767605	SNORD114-25
ENSG00000173480	147687	ZNF417
ENSG00000259440		NPM1P43
ENSG00000207582	407030	MIR30B
ENSG00000213468	286467	FIRRE
ENSG00000206587		RNU6-46P
ENSG00000234196	221527	ZBTB12
ENSG00000221187	100313772	MIR548M
ENSG00000278770		
ENSG00000206656		SNORD116-17
ENSG00000238077		NMNAT1P3
ENSG00000264893		
ENSG00000252744		
ENSG00000278537		IGKV2OR2-8
ENSG00000252722		
ENSG00000265574		WDR45BP1
ENSG00000088682	57017	COQ9
ENSG00000201316		
ENSG00000238490		
ENSG00000272969		
ENSG00000250464		LRRC34P2
ENSG00000224814		
ENSG00000282933		RHOXF1P3
ENSG00000242360		RN7SL272P
ENSG00000260827		
ENSG00000254735		HMGB1P42
ENSG00000161981	79622	SNRNP25
ENSG00000200755		RNA5SP68
ENSG00000241418		MCRIP2P1
ENSG00000201758		RN7SKP55
ENSG00000258175		
ENSG00000136011	55576	STAB2
ENSG00000254163		
ENSG00000199629		RNU1-14P
ENSG00000199700		RNU6-223P
ENSG00000236153		
ENSG00000201070		RNU4-84P
ENSG00000227818		
